"","X","Y","OBJECTID","waterCompanyName","siteNameEA","siteNameWASC","permitReferenceEA","permitReferenceWaSC","activityReference","assetType","treatmentType","outletDischargeNGRoriginal","outletDischargeNGRmappedRT","walesAssetNGR","wfdWaterbodyID","wfdWaterbodyName","recievingWaterName","shellfishWater","bathingWater","totalDurationAllSpillsHrs","countedSpills","longTermAverageSpillCount","investigationTrigger","investigationTriggerFlag","edmCommissionDate","edmCommissionYear","edmNumberofYearsOperational","noFullYearsEDMData","edmOperationPercent","edmOperationReason","edmOperationAction","highSpillOperationalReview","highSpillAction","highSpillEnhancement","riversTrustErrorFlag","riversTrustComments","Eastings","Northings","Latitude","Longitude","country","localAuthority","constituencyWestminster","cabaCatchment","eaWaterMgmtArea","eaPublicFaceArea","riverBasinDistrict","sourceDB"
"8891",250152.0999,54781.5556000005,8891,"South West Water","1 EDNA TERRACE CSO","S/O ENTRY 1 EDNA TERRACE_CSO_PLYMOUTH","301737",301737,"A1","SO on sewer network","Not Applicable","SX5015054780","","","","","RIVER PLYM VIA SWS (ESTUARINE)","","PLYMOUTH HOE (EAST)",7.75,10,12,40,FALSE,"Commissioned in 2017 - full year data expected",2017,5,"5 (installed 2017)",100,"","","","","",NA,NA,250150,54780,50.373782,-4.108680954,"England","Plymouth","Plymouth, Sutton and Devonport","Tamar","Devon and Cornwall","Devon Cornwall and the Isles of Scilly","South West","EA"
"8893",244562.1423,55901.4802000001,8893,"South West Water","SALTASH ROAD SPS PLYMOUTH","SALTASH ROAD SPS_PSCSOEO_PLYMOUTH","301983",301983,"A1","Storm discharge at pumping station","Not Applicable","SX4456055900","","","","","RIVER TAMAR (ESTUARINE)","","",14.42,18,9.833333333,40,FALSE,"Commissioned in 2016 - full year data expected",2016,6,"6 (installed 2016)",100,"","","","","",NA,NA,244560,55900,50.38239563,-4.187696008,"England","Plymouth","Plymouth, Sutton and Devonport","Tamar","Devon and Cornwall","Devon Cornwall and the Isles of Scilly","South West","EA"
"8894",244832.1374,56051.4803999998,8894,"South West Water","SALTASH ROAD SPS PLYMOUTH","SALTASH ROAD SPS_PSCSOEO_PLYMOUTH","301983",301983,"A1","Storm discharge at pumping station","Not Applicable","SX4483056050","","","","","RIVER TAMAR (ESTUARINE)","","",14.42,18,9.833333333,40,FALSE,"Commissioned in 2016 - full year data expected",2016,6,"6 (installed 2016)",100,"","","","","",NA,NA,244830,56050,50.38381498,-4.183963195,"England","Plymouth","Plymouth, Sutton and Devonport","Tamar","Devon and Cornwall","Devon Cornwall and the Isles of Scilly","South West","EA"
"8903",234032.2338,83330.9261000007,8903,"South West Water","SCARNE INDUSTRIAL ESTATE PSCSO/EO","SCARNE IND ESTATE SPS_PSCSOEO_LAUNCESTON","301624",NA,"A1","Storm discharge at pumping station","Not Applicable","SX3403083330","","","GB108047007920","Lowley Brook","LOWLEY BROOK (S)","","",59.67,14,14,NA,FALSE,"Oct-22",2022,0,"<1 yr (installed 2022)",100,"","","","","",NA,NA,234030,83330,50.62598854,-4.347875644,"England","Cornwall","North Cornwall","Tamar","Devon and Cornwall","Devon Cornwall and the Isles of Scilly","South West","EA"
"8904",228462.4954,62981.2970000003,8904,"South West Water","SCAWNS HILL CSO","SCAWNS HILL_CSO_MENHENIOT","301857",301857,"A1","SO on sewer network","Not Applicable","SX2846062980","","","GB108048002320","Seaton","TRIBUTARY OF THE RIVER SEATON","","SEATON BEACH (CORNWALL)",0,0,0,40,FALSE,"Commissioned pre-2016 - full year data expected",2016,6,"7 (installed 2015)",98,"","","","","",NA,NA,228460,62980,50.44153248,-4.417183563,"England","Cornwall","South East Cornwall","Cornwall","Devon and Cornwall","Devon Cornwall and the Isles of Scilly","South West","EA"
"8912",230162.4386,54181.4671,8912,"South West Water","SEATON PUMPING STATION","SEATON SPS_PSCSOEO_SEATON","037806/PC/01",NA,"A1","Storm discharge at pumping station","Not Applicable","SX3016054180","","","","","ENGLISH CHANNEL","","SEATON BEACH (CORNWALL)",987.11,67,74.14285714,40,TRUE,"Commissioned pre-2016 - full year data expected",2016,6,"7 (installed 2015)",100,"","","Not asset maintenance - Hydraulic capacity","N/A - Hydraulic capacity","Other improvements - non-WINEP/Green Recovery",NA,NA,230160,54180,50.36295635,-4.389283203,"England","Cornwall","South East Cornwall","","","","","EA"
"8913",134954.152,26420.7467999998,8913,"South West Water","SENNEN COVE PUMPING STATION","SENNEN SPS_PSCSOEO_LANDS END","303620",303620,"A1","Storm discharge at pumping station","Not Applicable","SW3495026420","","","","","ATLANTIC OCEAN,OFF SENNEN COVE","","SENNEN BEACH",97.58,13,23.42857143,40,FALSE,"Commissioned pre-2016 - full year data expected",2016,6,"7 (installed 2015)",100,"","","","","",NA,NA,134950,26420,50.0786579,-5.706087731,"England","Cornwall","St Ives","","","","","EA"
"8914",250152.0999,54781.5556000005,8914,"South West Water","SEYMOUR AVENUE/BEAUMONT RD CSO","SEYMOUR AVENUE/BEAUMONT ROAD_PLYMOUTH","301735",301735,"A2","SO on sewer network","Not Applicable","SX5015054780","","","","","RIVER PLYM VIA SWS (ESTUARINE)","","PLYMOUTH HOE (EAST & WEST)",4.34,18,18,40,FALSE,"Commissioned in 2017 - full year data expected",2017,5,"5 (installed 2017)",90,"","","","","",NA,NA,250150,54780,50.373782,-4.108680954,"England","Plymouth","Plymouth, Sutton and Devonport","Tamar","Devon and Cornwall","Devon Cornwall and the Isles of Scilly","South West","EA"
"8915",250152.0999,54781.5556000005,8915,"South West Water","SEYMOUR AVENUE/SALISBURY RD CSO","SEYMOUR AVENUE/SALISBURY RD_CSO_PLYMOUTH","301734",301734,"A1","SO on sewer network","Not Applicable","SX5015054780","","","","","RIVER PLYM VIA SWS (ESTUARINE)","","PLYMOUTH HOE (EAST)",3.16,16,20.4,40,FALSE,"Commissioned in 2017 - full year data expected",2017,5,"5 (installed 2017)",100,"","","","","",NA,NA,250150,54780,50.373782,-4.108680954,"England","Plymouth","Plymouth, Sutton and Devonport","Tamar","Devon and Cornwall","Devon Cornwall and the Isles of Scilly","South West","EA"
"8916",246222.1258,54411.4875000007,8916,"South West Water","SEYMOUR PLACE CSO","SEYMOUR PLACE_CSO_PLYMOUTH","301749",NA,"A1","SO on sewer network","Not Applicable","SX4622054410","","","","","STONEHOUSE CREEK (E)","","",6.62,11,11,NA,FALSE,"Sep-22",2022,0,"<1 yr (installed 2022)",100,"","","","","",NA,NA,246220,54410,50.36944202,-4.163755544,"England","Plymouth","Plymouth, Sutton and Devonport","Tamar","Devon and Cornwall","Devon Cornwall and the Isles of Scilly","South West","EA"
"8925",237402.286,54901.4715999998,8925,"South West Water","SHEVIOCK STW SO","SHEVIOCK S T SEPTNK_SO_SHEVIOCK","NRA-SW-1518",NA,"A2","Inlet SO at WwTW","Not Applicable","SX3740054900","","","","","RIVER LYNHER","Lynher","",0.03,1,6,40,FALSE,"Commissioned in 2019 - full year data expected",2019,3,"3 (installed 2019)",90,"","","","","",NA,NA,237400,54900,50.37147244,-4.287889053,"England","Cornwall","South East Cornwall","Tamar","Devon and Cornwall","Devon Cornwall and the Isles of Scilly","South West","EA"
"8930",175843.5959,26201.2101000007,8930,"South West Water","SHIPWRIGHTS PUMPING STATION","SHIPWRIGHTS SPS_PSCSOEO_HELFORD","303454",303454,"A1","Storm discharge at pumping station","Not Applicable","SW7584026200","","","","","THE HELFORD CREEK(E)","Helford","",0,0,2.285714286,40,FALSE,"Commissioned pre-2016 - full year data expected",2016,6,"7 (installed 2015)",83,"Comms failure / issue","Resolved - Aug","","","",NA,NA,175840,26200,50.09351454,-5.135406742,"England","Cornwall","St Ives","Cornwall","Devon and Cornwall","Devon Cornwall and the Isles of Scilly","South West","EA"
"8931",247252.1053,58051.4244999997,8931,"South West Water","SHIRLEY GARDENS CSO","SHIRLEY GARDENS_CSO_PLYMOUTH","301723",301723,"A1","SO on sewer network","Not Applicable","SX4725058050","","","","","HAM BROOK","","PLYMOUTH HOE (EAST)",1.72,1,0.8,40,FALSE,"Commissioned in 2017 - full year data expected",2017,5,"5 (installed 2017)",100,"","","","","",NA,NA,247250,58050,50.40242264,-4.150762795,"England","Plymouth","Plymouth, Moor View","Tamar","Devon and Cornwall","Devon Cornwall and the Isles of Scilly","South West","EA"
"8945",180833.4013,33021.2717000004,8945,"South West Water","CSO AT SMITHICK HILL","SMITHICK STEPS_CSO_FALMOUTH","303016",303016,"A1","SO on sewer network","Not Applicable","SW8083033020","","","","","PENRYN RIVER(E)","Fal Estuary","",0,0,0,40,FALSE,"Commissioned pre-2016 - full year data expected",2016,6,"7 (installed 2015)",100,"","","","","",NA,NA,180830,33020,50.15662507,-5.069665623,"England","Cornwall","Truro and Falmouth","Cornwall","Devon and Cornwall","Devon Cornwall and the Isles of Scilly","South West","EA"
"8952",231622.292,82570.9289999995,8952,"South West Water","SOUTH PETHERWIN PSCSO/EO","SOUTH PETHERWIN SPS_PSCSOEO_LAUNCESTON","301580",NA,"A1","Storm discharge at pumping station","Not Applicable","SX3162082570","","","GB108047007920","Lowley Brook","LOWLEY BROOK (S)","","",138.36,9,9,NA,FALSE,"Dec-22",2022,0,"<1 yr (installed 2022)",100,"","","","","",NA,NA,231620,82570,50.61846853,-4.381572362,"England","Cornwall","North Cornwall","Tamar","Devon and Cornwall","Devon Cornwall and the Isles of Scilly","South West","EA"
"8954",146953.9895,26230.9268999994,8954,"South West Water","MOUSEHOLE HARBOUR (SOUTH SLIP) CSO","SOUTH SLIP_CSO_MOUSEHOLE","2894/103",NA,"A1","SO on sewer network","Not Applicable","SW4695026230","","","","","MOUNTS BAY ENGLISH CHANNEL","","",0,0,0,60,FALSE,"Commissioned in 2021 - full year data expected",2021,1,"1 (installed 2021)",100,"","","","","",NA,NA,146950,26230,50.08218236,-5.538578574,"England","Cornwall","St Ives","Cornwall","Devon and Cornwall","Devon Cornwall and the Isles of Scilly","South West","EA"
"8961",248462.0663,60501.3760000002,8961,"South West Water","SOUTHWAY DRIVE CSO","SOUTHWAY DRIVE_CSO_PLYMOUTH","302655",302655,"A1","SO on sewer network","Not Applicable","SX4846060500","","","","","SOUTHWAY STREAM(S)","Tamar","",9.39,6,5.428571429,40,TRUE,"Commissioned pre-2016 - full year data expected",2016,6,"7 (installed 2015)",8,"Sensor failure / issue","Resolved - Dec","","","",NA,NA,248460,60500,50.42475402,-4.134738734,"England","Plymouth","Plymouth, Moor View","Tamar","Devon and Cornwall","Devon Cornwall and the Isles of Scilly","South West","EA"
"8963",173494.4612,41446.0424000006,8963,"South West Water","SPARRY LANE CSO","SPARRY LN_CSO_CARHARRICK","301813",NA,"A1","SO on sewer network","Not Applicable","SW7349141445","","","GB108048001150","Hicks Mill Stream","CARNON RIVER (S)","","",0,0,0,NA,FALSE,"Mar-22",2022,0,"<1 yr (installed 2022)",100,"","","","","",NA,NA,173491,41445,50.22951957,-5.177266883,"England","Cornwall","Camborne and Redruth","Cornwall","Devon and Cornwall","Devon Cornwall and the Isles of Scilly","South West","EA"
"8966",175143.3469,51730.9123999998,8966,"South West Water","ST AGNES WASTEWATER TREATMENT WORKS","ST AGNES STW_CSO_TRURO","303394",303394,"A1","SO on sewer network","Not Applicable","SW7514051730","","","","","ATLANTIC OCEAN(C)","","TREVAUNANCE COVE BEACH",6.12,9,8,40,TRUE,"Commissioned pre-2016 - full year data expected",2016,6,"7 (installed 2015)",100,"","","","","",NA,NA,175140,51730,50.32250524,-5.160298,"England","Cornwall","Truro and Falmouth","Cornwall","Devon and Cornwall","Devon Cornwall and the Isles of Scilly","South West","EA"
"8967",209132.7253,76180.9572999999,8967,"South West Water","ST BREWARD STW","ST BREWARD STW_SSO_ST BREWARD","NRA-SW-6746",NA,"A2","Storm tank at WwTW","Not Applicable","SX0913076180","","","GB108049006980","Camel (De Lank to Stannon)","(S) RIVER CAMEL","","",0,0,0,60,FALSE,"Commissioned in 2021 - full year data expected",2021,1,"1 (installed 2021)",16,"Sensor failure / issue","Resolved - Nov","","","",NA,NA,209130,76180,50.55413858,-4.695854245,"England","Cornwall","North Cornwall","Cornwall","Devon and Cornwall","Devon Cornwall and the Isles of Scilly","South West","EA"
"8968",140804.1054,25200.8447999991,8968,"South West Water","ST BURYAN WWTW","ST BURYAN STW_SSO_ST BURYAN","15/48/24/P/4",NA,"A2","Storm tank at WwTW","Not Applicable","SW4080025200","","","","","TREVEDRAN STREAM","","",524.75,54,61.5,50,TRUE,"Commissioned in 2020 - full year data expected",2020,2,"2 (installed 2020)",99,"","","Not asset maintenance - Hydraulic capacity","N/A - Hydraulic capacity","Other improvements - WINEP/Green Recovery",NA,NA,140800,25200,50.07028731,-5.623667923,"England","Cornwall","St Ives","Cornwall","Devon and Cornwall","Devon Cornwall and the Isles of Scilly","South West","EA"
"8969",226032.5341,67911.1802999992,8969,"South West Water","ST CLEER WASTEWATER TREATMENT WORKS","ST CLEER STW_SSO_LISKEARD","302956",302956,"A2","Storm tank at WwTW","Not Applicable","SX2603067910","","","GB108048002320","Seaton","TREMAR STREAM","","",809.68,59,90,40,TRUE,"Commissioned in 2017 - full year data expected",2017,5,"5 (installed 2017)",100,"","","Not asset maintenance - Hydraulic capacity","N/A - Hydraulic capacity","Other improvements - WINEP/Green Recovery",NA,NA,226030,67910,50.48511198,-4.453665025,"England","Cornwall","South East Cornwall","Cornwall","Devon and Cornwall","Devon Cornwall and the Isles of Scilly","South West","EA"
"8970",182933.4171,44801.1119999997,8970,"South West Water","ST CLEMENT'S HILL CSO","ST CLEMENTS HILL_CSO_TRURO","301823",301823,"A1","SO on sewer network","Not Applicable","SW8293044800","","","","","RIVER ALLEN VIA SWS(ESTUARINE)","Fal Estuary","",109.97,7,2.2,40,TRUE,"Commissioned in 2017 - full year data expected",2017,5,"5 (installed 2017)",90,"","","","","",NA,NA,182930,44800,50.26319132,-5.047046379,"England","Cornwall","Truro and Falmouth","Cornwall","Devon and Cornwall","Devon Cornwall and the Isles of Scilly","South West","EA"
"8971",190903.152,59271.0260000005,8971,"South West Water","QUEEN AND RAILWAY INN CSO","ST COLUMB RD_CSO_ST COLUMB","301877",NA,"A1","SO on sewer network","Not Applicable","SW9090059270","","","GB108049000230","Gannel (Upper)","TRIB OF RIVER GANNEL","","",0,0,0,NA,FALSE,"Oct-22",2022,0,"<1 yr (installed 2022)",100,"","","","","",NA,NA,190900,59270,50.39602914,-4.943403848,"England","Cornwall","St Austell and Newquay","Cornwall","Devon and Cornwall","Devon Cornwall and the Isles of Scilly","South West","EA"
"8972",190493.1284,64000.9506000001,8972,"South West Water","ST COLUMB STW","ST COLUMB STW_SSO_ST COLUMB","303683",303683,"A2","Inlet SO at WwTW","Not Applicable","SW9049064000","","","GB108049000070","Menalhyl","RIVER MENAHYL","","MAWGAN PORTH BEACH",115.33,34,34.14285714,40,FALSE,"Commissioned pre-2016 - full year data expected",2016,6,"7 (installed 2015)",85,"Sensor failure / issue","Resolved - Jul","","","",NA,NA,190490,64000,50.43836421,-4.951805749,"England","Cornwall","St Austell and Newquay","Cornwall","Devon and Cornwall","Devon Cornwall and the Isles of Scilly","South West","EA"
"8973",194113.0873,57641.0939000007,8973,"South West Water","ST DENNIS WASTEWATER TREATMENT WORK","ST DENNIS STW_SO_ST DENNIS","NRA-SW-3885",NA,"A2","Inlet SO at WwTW","Not Applicable","SW9411057640","","","GB108048001390","Upper River Fal","RIVER FAL","","",143.61,71,79,40,TRUE,"Commissioned in 2019 - full year data expected",2019,3,"3 (installed 2019)",100,"","","N/A - Ongoing investigation","N/A - Ongoing investigation","Other investigation - WINEP/Green Recovery",NA,NA,194110,57640,50.3825225,-4.897407729,"England","Cornwall","St Austell and Newquay","Cornwall","Devon and Cornwall","Devon Cornwall and the Isles of Scilly","South West","EA"
"8974",194113.0873,57641.0939000007,8974,"South West Water","ST DENNIS WASTEWATER TREATMENT WORK","ST DENNIS STW_SSO_ST DENNIS","NRA-SW-3885",NA,"A3","Storm tank at WwTW","Not Applicable","SW9411057640","","","GB108048001390","Upper River Fal","RIVER FAL","","",1144.6,115,228,40,FALSE,"Commissioned in 2019 - full year data expected",2019,3,"3 (installed 2019)",100,"","","Not asset maintenance - Hydraulic capacity","N/A - Hydraulic capacity","Other improvements - WINEP/Green Recovery",NA,NA,194110,57640,50.3825225,-4.897407729,"England","Cornwall","St Austell and Newquay","Cornwall","Devon and Cornwall","Devon Cornwall and the Isles of Scilly","South West","EA"
"8975",242662.1868,66971.2553000003,8975,"South West Water","ST DOMINICK WWTW","ST DOMINICK STW_SO_CALLINGTON","303083",303083,"A2","Inlet SO at WwTW","Not Applicable","SX4266066970","","","","","RIVER TAMAR ESTUARY","","",1136.32,121,123.25,40,FALSE,"Commissioned in 2018 - full year data expected",2018,4,"4 (installed 2018)",99,"","","Not asset maintenance - Hydraulic capacity","N/A - Hydraulic capacity","Other improvements - WINEP/Green Recovery",NA,NA,242660,66970,50.48136929,-4.219047117,"England","Cornwall","South East Cornwall","Tamar","Devon and Cornwall","Devon Cornwall and the Isles of Scilly","South West","EA"
"8976",239762.2667,67911.2350999992,8976,"South West Water","ST DOMINICK PUMPING STATION","ST DOMINICK_PSCSOEO_SALTASH","301636",301636,"A1","Storm discharge at pumping station","Not Applicable","SX3976067910","","","GB108047004070","Cotehele Stream","TRIB OF RIVER TAMAR","","",796.24,57,46.25,40,TRUE,"Commissioned in 2018 - full year data expected",2018,4,"4 (installed 2018)",100,"","","N/A - Ongoing investigation","N/A - Ongoing investigation","Other investigation - non-WINEP/Green Recovery",NA,NA,239760,67910,50.48902993,-4.260291916,"England","Cornwall","South East Cornwall","Tamar","Devon and Cornwall","Devon Cornwall and the Isles of Scilly","South West","EA"
"8977",215732.4268,95960.6315000001,8977,"South West Water","ST GENNYS STW","ST GENNYS STW_SSO_ST GENNYS","SWWA 200",NA,"A2","Storm tank at WwTW","Not Applicable","SX1573095960","","","GB108049007190","Crackington Stream","(S) TRIB OF CRACKINGTON STREAM","","CRACKINGTON HAVEN BEACH",6.71,14,19.71428571,40,FALSE,"Commissioned pre-2016 - full year data expected",2016,6,"7 (installed 2015)",100,"","","","","",NA,NA,215730,95960,50.7339503,-4.61262944,"England","Cornwall","North Cornwall","Cornwall","Devon and Cornwall","Devon Cornwall and the Isles of Scilly","South West","EA"
"8978",182173.4116,44931.0983000007,8978,"South West Water","ST GEORGES ROAD (REAR OF NO16) CSO","ST GEORGES ROAD_CSO_TRURO","302674",302674,"A1","SO on sewer network","Not Applicable","SW8217044930","","","GB108048002340","Kenwyn","RIVER KENWYN(S)","Fal Estuary","",0,0,0,40,FALSE,"Commissioned pre-2016 - full year data expected",2016,6,"7 (installed 2015)",63,"Comms failure / issue","Resolved - Dec","","","",NA,NA,182170,44930,50.2640789,-5.057768626,"England","Cornwall","Truro and Falmouth","Cornwall","Devon and Cornwall","Devon Cornwall and the Isles of Scilly","South West","EA"
"8979",235972.3276,57101.4510999992,8979,"South West Water","ST GERMANS WWTW","ST GERMANS STW_SO_ST GERMANS","303084",303084,"A2","Inlet SO at WwTW","Not Applicable","SX3597057100","","","","","POLBATHIC LAKE (ESTUARINE)","Lynher","",710.54,82,41.4,40,TRUE,"Commissioned in 2017 - full year data expected",2017,5,"5 (installed 2017)",99,"","","Not asset maintenance - Hydraulic capacity","N/A - Hydraulic capacity","Other improvements - WINEP/Green Recovery",NA,NA,235970,57100,50.39084421,-4.308941073,"England","Cornwall","South East Cornwall","Tamar","Devon and Cornwall","Devon Cornwall and the Isles of Scilly","South West","EA"
"8982",240932.2201,54711.4769000001,8982,"South West Water","ST JOHN STW","ST JOHN S T SEPTNK_SO_ST JOHN","302135",NA,"A2","Inlet SO at WwTW","Not Applicable","SX4093054710","","","","","ST JOHNS LEAT (E)","","",53.37,13,8,40,FALSE,"Commissioned in 2019 - full year data expected",2019,3,"3 (installed 2019)",89,"Comms failure / issue","Resolved - Sep","","","",NA,NA,240930,54710,50.37073065,-4.238209329,"England","Cornwall","South East Cornwall","Tamar","Devon and Cornwall","Devon Cornwall and the Isles of Scilly","South West","EA"
"8985",179003.5957,21401.2819999997,8985,"South West Water","ST KEVERNE STW","ST KEVERNE STW_SSO_ST KEVERNE","15/48/231/P/19",NA,"A2","Storm tank at WwTW","Not Applicable","SW7900021400","","","","","(S) ST KEVERNE STREAM","","PORTHOUSTOCK BEACH",145.35,26,50.14285714,40,FALSE,"Commissioned pre-2016 - full year data expected",2016,6,"7 (installed 2015)",100,"","","Not asset maintenance - Hydraulic capacity","N/A - Hydraulic capacity","Other improvements - WINEP/Green Recovery",NA,NA,179000,21400,50.05159186,-5.088521355,"England","Cornwall","St Ives","Cornwall","Devon and Cornwall","Devon Cornwall and the Isles of Scilly","South West","EA"
"8986",224102.598,60701.3256000001,8986,"South West Water","ST KEYNE NO.1 PSCSO/EO","ST KEYNE MAIN SPST_PSCSOEO_ST KEYNE","301665",NA,"A1","Storm discharge at pumping station","Not Applicable","SX2410060700","","","GB108048001440","East Looe River","WEST LOOE RIVER (S)","","",0.24,2,2,NA,FALSE,"Jul-22",2022,0,"<1 yr (installed 2022)",100,"","","","","",NA,NA,224100,60700,50.41975612,-4.477455931,"England","Cornwall","South East Cornwall","Cornwall","Devon and Cornwall","Devon Cornwall and the Isles of Scilly","South West","EA"
"8987",235102.1973,84990.9061999992,8987,"South West Water","ST LEONARDS WWTW","ST LEONARDS STW_SO_LAUNCESTON","NRA-SW-6981",NA,"A2","Inlet SO at WwTW","Not Applicable","SX3510084990","","","GB108047007940","Tamar (River Ottery to River Lyd)","RIVER TAMAR","","",45.03,26,36.5,40,FALSE,"Commissioned in 2018 - full year data expected",2018,4,"4 (installed 2018)",100,"","","Not asset maintenance - Hydraulic capacity","N/A - Hydraulic capacity","U_INV driver - Stage 4: No cost beneficial solution",NA,NA,235100,84990,50.64120798,-4.333500003,"England","Cornwall","North Cornwall","Tamar","Devon and Cornwall","Devon Cornwall and the Isles of Scilly","South West","EA"
"8988",235102.1973,84990.9061999992,8988,"South West Water","ST LEONARDS WWTW","ST LEONARDS STW_SSO_LAUNCESTON","NRA-SW-6981",NA,"A3","Storm tank at WwTW","Not Applicable","SX3510084990","","","GB108047007940","Tamar (River Ottery to River Lyd)","RIVER TAMAR","","",1578.31,82,63,40,TRUE,"Commissioned in 2018 - full year data expected",2018,4,"4 (installed 2018)",100,"","","Not asset maintenance - Hydraulic capacity","N/A - Hydraulic capacity","U_INV driver - Stage 4: No cost beneficial solution",NA,NA,235100,84990,50.64120798,-4.333500003,"England","Cornwall","North Cornwall","Tamar","Devon and Cornwall","Devon Cornwall and the Isles of Scilly","South West","EA"
"8990",204222.7994,75400.9227000009,8990,"South West Water","ST MABYN WWTW","ST MABYN STW_SO_ST MABYN","NRA-SW-0414",NA,"A2","Inlet SO at WwTW","Not Applicable","SX0422075400","","","GB108049007050","Allen","RIVER ALLEN","","",4.33,1,8,40,FALSE,"Commissioned in 2017 - full year data expected",2017,5,"5 (installed 2017)",99,"","","","","",NA,NA,204220,75400,50.5455078,-4.764673307,"England","Cornwall","North Cornwall","Cornwall","Devon and Cornwall","Devon Cornwall and the Isles of Scilly","South West","EA"
"8991",163893.5696,40810.9291999992,8991,"South West Water","ST MARTINS CRESCENT CSO","ST MARTINS CRESCENT_CSO_CAMBORNE","301812",301812,"A1","SO on sewer network","Not Applicable","SW6389040810","","","GB108049000600","Red River (Upper)","TRIB OF THE RED RIVER VIA SWS","","",2.6,16,13,50,FALSE,"Commissioned in 2020 - full year data expected",2020,2,"2 (installed 2020)",88,"Power failure / issue","Resolved - Oct","","","",NA,NA,163890,40810,50.220062,-5.31125507,"England","Cornwall","Camborne and Redruth","Cornwall","Devon and Cornwall","Devon Cornwall and the Isles of Scilly","South West","EA"
"8994",184673.3618,32921.2947000004,8994,"South West Water","ST MAWES NO.1 PS","ST MAWES No1 SPS_PSCSOEO_ST MAWES","302830",302830,"A1","Storm discharge at pumping station","Not Applicable","SW8467032920","","","","","CARRICK ROADS(E)","Fal Estuary","",6.65,19,39.57142857,40,FALSE,"Commissioned pre-2016 - full year data expected",2016,6,"7 (installed 2015)",100,"","","","","",NA,NA,184670,32920,50.15713463,-5.015929797,"England","Cornwall","Truro and Falmouth","Cornwall","Devon and Cornwall","Devon Cornwall and the Isles of Scilly","South West","EA"
"8995",238932.2963,65431.2817000002,8995,"South West Water","ST MELLION PUMPING STATION","ST MELLION COTTS_CSO_SALTASH","301878",NA,"A1","SO on sewer network","Not Applicable","SX3893065430","","","","","STREAM (S)","","",146.77,24,24,60,FALSE,"Commissioned in 2021 - full year data expected",2021,1,"1 (installed 2021)",100,"","","","","",NA,NA,238930,65430,50.46651699,-4.270914168,"England","Cornwall","South East Cornwall","Tamar","Devon and Cornwall","Devon Cornwall and the Isles of Scilly","South West","EA"
"8996",238932.2963,65431.2817000002,8996,"South West Water","ST MELLION PUMPING STATION","ST MELLION_PSCSOEO_ST MELLION","302501",302501,"A1","Storm discharge at pumping station","Not Applicable","SX3893065430","","","","","ST MELLION STREAM(S)","","",98.01,17,17,60,FALSE,"Commissioned in 2021 - full year data expected",2021,1,"1 (installed 2021)",99,"","","","","",NA,NA,238930,65430,50.46651699,-4.270914168,"England","Cornwall","South East Cornwall","Tamar","Devon and Cornwall","Devon Cornwall and the Isles of Scilly","South West","EA"
"8997",186843.0377,76070.7690999992,8997,"South West Water","ST MERRYN COMBINED SEWER OVERFLOW","ST MERRYN_CSO_ST MERRYN","300592",NA,"A1","SO on sewer network","Not Applicable","SW8684076070","","","","","MOTHER IVEYS BAY (C)","","HARLYN BAY BEACH",740.85,68,45.14285714,40,TRUE,"Commissioned pre-2016 - full year data expected",2016,6,"7 (installed 2015)",94,"","","Performance - Infiltration","Scheduled","Other improvements - non-WINEP/Green Recovery",NA,NA,186840,76070,50.54544587,-5.010019011,"England","Cornwall","North Cornwall","","","","","EA"
"8998",218482.6708,67811.1298999991,8998,"South West Water","CHAPEL CAR PARK PSCSO/EO","ST NEOT SPS_PSCSOEO_LISKEARD","301638",NA,"A1","Storm discharge at pumping station","Not Applicable","SX1848067810","","","GB108048007640","St Neot River","RIVER LOVENY (S)","","",384.97,23,23,NA,FALSE,"Sep-22",2022,0,"<1 yr (installed 2022)",100,"","","","","",NA,NA,218480,67810,50.48192237,-4.559931743,"England","Cornwall","South East Cornwall","Cornwall","Devon and Cornwall","Devon Cornwall and the Isles of Scilly","South West","EA"
"8999",218809.6711,67390.1428999994,8999,"South West Water","ST NEOT STW","ST NEOT STW_SO_ST NEOT","NRA-SW-3674",NA,"A2","Inlet SO at WwTW","Not Applicable","SX1880767389","","","GB108048007640","St Neot River","ST NEOT RIVER","","",1241.5,229,229,60,FALSE,"Commissioned in 2021 - full year data expected",2021,1,"1 (installed 2021)",100,"","","N/A - Ongoing investigation","N/A - Ongoing investigation","Other investigation - non-WINEP/Green Recovery",NA,NA,218807,67389,50.47824131,-4.55512339,"England","Cornwall","South East Cornwall","Cornwall","Devon and Cornwall","Devon Cornwall and the Isles of Scilly","South West","EA"
"9001",205922.7302,80590.8610999994,9001,"South West Water","ST TEATH WASTEWATER TREATMENT WORKS","ST TEATH STW_SO_ST TEATH","302142",302142,"A2","Inlet SO at WwTW","Not Applicable","SX0592080590","","","GB108049007050","Allen","TRIB OF RIVER ALLEN","","",57.27,104,114.6,40,FALSE,"Commissioned in 2017 - full year data expected",2017,5,"5 (installed 2017)",97,"","","Not asset maintenance - Hydraulic capacity","N/A - Hydraulic capacity","Stage 1c: Confirmed ""hydraulic issue""",NA,NA,205920,80590,50.59269443,-4.743416423,"England","Cornwall","North Cornwall","Cornwall","Devon and Cornwall","Devon Cornwall and the Isles of Scilly","South West","EA"
